age,job,marital,education,balance,housing,loan,month,campaign,deposit
43.0,management,married,unknown,4087,yes,no,may,3,no
53.0,technician,single,tertiary,1,no,no,aug,1,no
46.0,blue-collar,married,secondary,922,yes,no,nov,2,no
41.0,management,married,tertiary,3016,yes,no,jul,3,no
44.0,blue-collar,married,primary,0,yes,no,jul,2,no
38.0,management,married,tertiary,1101,yes,no,nov,1,no
43.0,management,divorced,tertiary,3578,no,no,jan,2,no
41.0,blue-collar,married,primary,0,yes,yes,may,1,no
44.0,blue-collar,married,secondary,0,yes,no,jul,1,no
31.0,blue-collar,married,secondary,-190,yes,yes,may,3,no
59.0,self-employed,married,tertiary,185,no,no,feb,1,no
30.0,management,single,tertiary,156,yes,no,jun,6,no
35.0,blue-collar,married,secondary,503,yes,yes,may,2,no
57.0,retired,married,secondary,485,no,no,feb,2,no
53.0,technician,divorced,secondary,392,yes,no,jan,1,no
35.0,blue-collar,married,secondary,625,no,no,may,1,no
49.0,services,married,primary,468,no,no,aug,2,no
41.0,management,married,secondary,280,yes,no,jun,1,no
40.0,services,married,secondary,181,yes,no,may,1,no
57.0,admin.,married,unknown,1401,no,no,aug,6,no
38.0,management,married,unknown,1349,yes,no,may,1,no
49.0,services,married,primary,4087,yes,no,may,2,no
38.0,management,married,tertiary,1187,yes,yes,feb,1,no
26.0,admin.,married,secondary,4087,no,yes,jul,2,no
34.0,admin.,married,secondary,3185,yes,no,may,1,no
58.0,management,married,tertiary,3228,no,no,aug,2,no
30.0,services,married,secondary,80,yes,no,may,2,no
52.0,blue-collar,divorced,primary,2800,no,no,jun,1,no
30.0,technician,single,tertiary,10,no,no,aug,6,no
52.0,blue-collar,married,secondary,331,no,no,aug,4,no
34.0,entrepreneur,married,secondary,223,no,yes,aug,6,no
33.0,blue-collar,married,primary,0,no,no,may,1,no
34.0,admin.,married,tertiary,35,yes,no,oct,1,no
23.0,admin.,married,secondary,299,yes,no,jun,1,no
37.0,blue-collar,married,primary,240,yes,no,may,1,no
59.0,management,married,unknown,3534,no,no,nov,4,no
42.0,management,married,tertiary,223,no,no,aug,6,no
50.0,admin.,divorced,secondary,-194,yes,no,apr,2,no
41.0,technician,divorced,secondary,1545,no,yes,aug,2,no
34.0,technician,single,secondary,440,yes,no,may,2,no
57.0,management,married,primary,2538,no,yes,jul,2,no
52.0,services,married,unknown,337,yes,no,may,3,no
61.0,retired,married,unknown,-492,no,yes,jul,1,no
31.0,technician,single,tertiary,53,no,no,jan,2,no
27.0,student,single,secondary,91,no,no,dec,6,no
48.0,blue-collar,single,primary,316,no,no,jun,2,no
27.0,management,single,unknown,3196,no,no,feb,2,no
37.0,blue-collar,married,secondary,2697,yes,no,apr,1,no
28.0,student,single,tertiary,3,no,no,nov,2,no
34.0,services,married,secondary,244,no,no,feb,2,no
42.0,services,single,unknown,410,no,no,nov,2,no
39.0,admin.,married,secondary,159,no,no,nov,1,no
30.0,management,married,tertiary,4087,yes,no,nov,2,no
35.0,blue-collar,married,secondary,-701,yes,yes,may,3,no
43.0,housemaid,single,primary,24,no,no,jul,2,no
33.0,management,married,tertiary,296,no,no,jul,2,no
24.0,blue-collar,single,secondary,1,yes,no,may,2,no
39.0,technician,married,secondary,1965,yes,no,jun,1,no
27.0,technician,single,tertiary,501,no,yes,jan,4,no
50.0,blue-collar,married,secondary,3558,no,no,aug,6,no
30.0,blue-collar,married,secondary,177,yes,no,apr,2,no
52.0,technician,divorced,secondary,204,no,no,aug,2,no
30.0,admin.,married,secondary,46,yes,no,may,2,no
35.0,technician,divorced,secondary,2047,yes,no,oct,1,no
36.0,admin.,single,secondary,810,yes,no,jun,1,no
39.0,management,single,tertiary,1914,no,no,aug,4,no
43.0,admin.,single,secondary,4087,no,no,may,1,no
43.0,admin.,single,secondary,386,no,no,oct,1,no
46.0,admin.,married,primary,469,yes,no,feb,1,no
33.0,admin.,married,tertiary,69,no,yes,may,2,no
56.0,entrepreneur,married,tertiary,-124,yes,no,may,5,no
60.0,retired,married,primary,600,no,no,aug,6,no
48.0,management,married,tertiary,3842,no,no,oct,1,no
31.0,blue-collar,married,secondary,-720,yes,yes,may,2,no
36.0,blue-collar,single,secondary,1127,yes,no,jul,1,no
24.0,student,single,secondary,423,yes,no,may,3,no
27.0,blue-collar,married,secondary,-59,no,yes,jul,3,no
36.0,admin.,married,secondary,0,yes,yes,may,1,no
29.0,technician,married,tertiary,1489,yes,no,may,1,no
42.0,self-employed,married,secondary,0,no,no,aug,4,no
44.0,management,married,tertiary,1451,yes,no,feb,6,no
42.0,blue-collar,married,unknown,452,yes,no,nov,2,no
39.0,entrepreneur,married,secondary,283,yes,no,may,2,no
45.0,management,single,tertiary,16,no,no,jul,2,no
36.0,blue-collar,married,primary,973,yes,yes,may,1,no
34.0,blue-collar,married,secondary,1257,yes,no,may,6,no
43.0,technician,married,secondary,-1701,yes,no,may,1,no
32.0,blue-collar,single,secondary,567,yes,no,may,2,no
38.0,technician,married,tertiary,-1,no,no,aug,4,no
29.0,blue-collar,married,secondary,3310,no,no,sep,1,no
28.0,blue-collar,married,primary,115,yes,no,may,4,no
33.0,management,single,tertiary,321,no,no,aug,2,no
43.0,admin.,married,secondary,71,no,no,may,5,no
42.0,unemployed,divorced,secondary,759,no,no,jan,1,no
33.0,management,married,tertiary,23,yes,yes,feb,1,no
32.0,technician,single,secondary,3297,no,no,aug,2,no
42.0,housemaid,single,secondary,578,no,no,jan,1,no
42.0,housemaid,married,primary,4087,yes,no,jul,1,no
29.0,blue-collar,single,secondary,234,yes,no,may,1,no
27.0,management,single,tertiary,1137,yes,no,may,1,no
38.0,management,single,tertiary,4087,yes,no,apr,3,no
45.0,entrepreneur,married,primary,488,yes,no,jul,6,no
32.0,management,single,tertiary,1077,no,no,aug,1,no
33.0,technician,married,secondary,4087,yes,no,apr,1,no
48.0,technician,married,secondary,256,yes,no,may,4,no
53.0,blue-collar,married,secondary,974,yes,no,may,2,no
23.0,technician,single,unknown,231,yes,no,may,3,no
41.0,blue-collar,married,secondary,196,yes,no,may,1,no
41.0,admin.,single,secondary,2002,yes,no,may,2,no
50.0,services,married,tertiary,218,yes,no,may,2,no
28.0,blue-collar,single,secondary,1011,yes,no,apr,3,no
54.0,retired,divorced,secondary,2761,no,no,jul,1,no
38.0,services,divorced,primary,92,yes,yes,may,3,no
27.0,self-employed,married,tertiary,4087,yes,no,apr,3,no
54.0,management,married,tertiary,1168,no,no,may,5,no
28.0,services,single,secondary,168,yes,no,may,1,no
32.0,technician,single,tertiary,1710,yes,no,may,1,no
39.0,services,married,secondary,207,no,no,jun,2,no
29.0,technician,single,secondary,18,no,no,feb,3,no
46.0,admin.,single,unknown,306,yes,no,may,5,no
37.0,entrepreneur,married,primary,8,yes,yes,jul,1,no
30.0,management,married,tertiary,-250,yes,no,jun,6,no
41.0,blue-collar,married,secondary,449,yes,yes,may,2,no
39.0,unemployed,married,secondary,1654,no,no,jun,6,no
38.0,blue-collar,married,primary,714,yes,no,may,3,no
55.0,management,single,tertiary,1498,no,no,aug,5,no
29.0,services,single,secondary,695,no,no,jul,1,no
36.0,technician,single,secondary,-15,yes,no,may,3,no
60.0,blue-collar,married,primary,14,yes,yes,may,4,no
43.0,services,divorced,secondary,-287,yes,no,apr,4,no
45.0,blue-collar,married,primary,0,yes,no,jul,1,no
36.0,management,divorced,tertiary,-978,yes,no,may,3,no
53.0,blue-collar,married,secondary,0,yes,no,may,2,no
41.0,self-employed,married,secondary,20,no,no,jun,1,no
51.0,blue-collar,married,secondary,700,no,no,aug,4,no
34.0,blue-collar,married,secondary,-58,yes,yes,may,2,no
29.0,management,single,tertiary,841,no,no,feb,1,no
35.0,self-employed,single,secondary,951,yes,no,nov,2,no
40.0,management,married,tertiary,-63,no,yes,jul,1,no
26.0,student,single,tertiary,641,yes,no,may,1,no
32.0,technician,single,tertiary,195,yes,no,aug,2,no
31.0,technician,married,tertiary,11,no,no,aug,2,no
39.0,management,single,secondary,120,no,no,jun,1,no
30.0,technician,married,secondary,450,no,yes,jul,4,no
40.0,technician,married,secondary,4087,no,no,jun,6,no
32.0,blue-collar,married,primary,206,yes,no,may,2,no
46.0,admin.,single,secondary,1544,yes,no,may,1,no
41.0,technician,married,secondary,2990,yes,no,may,3,no
35.0,entrepreneur,single,secondary,866,yes,no,nov,1,no
40.0,unemployed,single,secondary,1744,yes,no,may,6,no
58.0,management,married,secondary,-382,no,no,feb,4,no
48.0,blue-collar,married,primary,214,yes,yes,nov,1,no
37.0,technician,single,tertiary,147,no,no,may,2,no
59.0,management,divorced,tertiary,81,no,no,may,1,no
33.0,blue-collar,married,secondary,202,yes,no,apr,1,no
36.0,admin.,married,secondary,1314,yes,no,jul,3,no
40.0,blue-collar,married,secondary,-60,yes,no,jul,1,no
53.0,admin.,single,primary,0,yes,no,may,1,no
32.0,admin.,divorced,secondary,-331,yes,yes,may,3,no
32.0,blue-collar,married,primary,1504,yes,no,apr,2,no
43.0,services,divorced,unknown,2363,yes,no,nov,1,no
30.0,services,single,secondary,773,yes,yes,jun,1,no
31.0,admin.,married,secondary,941,yes,no,apr,4,no
35.0,unemployed,single,secondary,2116,yes,no,may,2,no
39.0,services,married,secondary,-971,yes,yes,may,2,no
57.0,management,married,tertiary,5,yes,no,jul,1,no
33.0,self-employed,divorced,tertiary,454,no,yes,nov,1,no
35.0,management,married,secondary,53,yes,no,nov,1,no
53.0,management,married,tertiary,2578,no,no,nov,4,no
50.0,entrepreneur,married,secondary,854,no,no,apr,1,no
46.0,unemployed,married,secondary,4087,no,no,nov,1,no
35.0,management,single,tertiary,687,yes,no,may,2,no
56.0,retired,married,secondary,1894,yes,no,may,1,no
54.0,admin.,divorced,secondary,0,yes,yes,feb,1,no
56.0,services,married,secondary,1150,no,yes,nov,1,no
43.0,management,married,tertiary,136,no,no,aug,2,no
40.0,technician,married,secondary,4087,yes,no,nov,2,no
38.0,management,married,tertiary,-239,yes,no,jun,2,no
43.0,management,married,tertiary,182,no,no,jan,1,no
46.0,technician,married,secondary,1590,yes,no,jul,2,no
29.0,blue-collar,married,secondary,-565,yes,no,jun,3,no
33.0,technician,single,secondary,930,yes,no,may,5,no
49.0,technician,married,secondary,1091,no,no,jul,2,no
53.0,blue-collar,divorced,secondary,640,yes,no,may,2,no
54.0,retired,single,primary,767,no,no,jun,2,no
33.0,technician,married,secondary,480,yes,no,jan,1,no
39.0,management,married,tertiary,1363,no,no,aug,3,no
38.0,admin.,single,unknown,446,yes,no,may,1,no
49.0,admin.,married,secondary,167,no,yes,jul,1,no
33.0,technician,married,secondary,0,no,no,aug,3,no
59.0,admin.,married,secondary,4087,no,no,jul,2,no
35.0,admin.,married,secondary,725,yes,no,nov,6,no
40.0,technician,married,secondary,1716,yes,no,aug,6,no
31.0,services,single,secondary,-45,no,no,may,2,no
35.0,technician,married,secondary,410,yes,no,nov,2,no
42.0,blue-collar,married,primary,-97,yes,no,feb,4,no
55.0,self-employed,married,secondary,4087,yes,no,nov,2,no
33.0,blue-collar,married,secondary,395,yes,no,jun,1,no
31.0,technician,single,tertiary,969,no,no,jun,1,no
30.0,technician,single,secondary,86,no,no,aug,1,no
30.0,blue-collar,single,primary,395,no,no,nov,1,no
37.0,blue-collar,married,secondary,0,yes,no,apr,1,no
30.0,technician,single,tertiary,0,no,no,aug,2,no
47.0,admin.,married,secondary,829,yes,yes,may,1,no
41.0,technician,married,tertiary,-15,yes,no,may,1,no
44.0,technician,married,secondary,135,yes,no,may,3,no
59.0,management,married,tertiary,1585,no,no,aug,5,no
29.0,technician,married,secondary,-910,yes,no,jul,1,no
51.0,services,married,primary,4087,yes,no,may,1,no
32.0,blue-collar,married,secondary,43,yes,no,may,2,no
36.0,blue-collar,married,secondary,136,yes,no,jun,2,no
30.0,management,married,tertiary,1195,no,no,jul,2,no
34.0,housemaid,married,tertiary,4087,no,no,may,1,no
42.0,blue-collar,married,primary,2003,yes,no,apr,3,no
37.0,technician,married,secondary,494,yes,no,feb,2,no
42.0,blue-collar,single,secondary,419,no,no,jul,3,no
31.0,services,married,unknown,-82,yes,no,jul,6,no
34.0,admin.,single,tertiary,64,yes,no,jul,2,no
32.0,self-employed,married,tertiary,4087,no,no,nov,6,no
46.0,technician,divorced,secondary,3455,yes,no,may,2,no
32.0,blue-collar,married,primary,1076,yes,no,may,1,no
37.0,admin.,single,secondary,-261,no,yes,jul,1,no
39.0,management,married,tertiary,309,no,no,aug,6,no
37.0,management,single,secondary,655,no,yes,feb,6,no
32.0,self-employed,married,tertiary,102,no,no,aug,5,no
41.0,blue-collar,married,secondary,213,yes,no,may,2,no
50.0,self-employed,married,tertiary,202,yes,no,apr,1,no
57.0,management,married,unknown,0,no,no,sep,1,no
37.0,admin.,single,secondary,22,yes,no,may,2,no
56.0,entrepreneur,divorced,secondary,179,no,no,aug,2,no
37.0,unemployed,married,secondary,4087,no,no,jan,1,no
32.0,blue-collar,married,primary,-6,yes,no,may,2,no
30.0,management,single,tertiary,4087,no,no,nov,2,no
27.0,blue-collar,single,secondary,4087,yes,no,may,2,no
36.0,management,married,tertiary,4087,no,no,jul,4,no
34.0,management,single,tertiary,747,no,no,aug,2,no
53.0,services,married,primary,49,no,no,may,1,no
58.0,management,married,tertiary,287,yes,no,aug,6,no
31.0,admin.,single,secondary,437,yes,yes,jun,6,no
38.0,services,married,secondary,1313,no,no,jun,2,no
32.0,management,single,tertiary,597,no,yes,jul,1,no
31.0,services,married,secondary,418,yes,yes,jul,1,no
59.0,admin.,divorced,secondary,-41,yes,yes,may,1,no
41.0,blue-collar,married,primary,449,yes,no,apr,6,no
33.0,technician,married,secondary,3572,yes,no,nov,2,no
52.0,management,married,tertiary,2428,yes,no,nov,1,no
36.0,entrepreneur,married,primary,177,yes,no,may,5,no
37.0,management,married,secondary,80,no,no,aug,3,no
39.0,services,single,secondary,1048,yes,no,may,1,no
36.0,management,married,tertiary,3874,no,no,aug,6,no
30.0,management,married,tertiary,4087,no,no,nov,1,no
32.0,management,single,tertiary,17,no,no,aug,4,no
47.0,blue-collar,married,primary,4040,no,no,aug,5,no
38.0,management,single,tertiary,427,yes,no,may,3,no
51.0,management,married,tertiary,385,no,no,aug,2,no
27.0,services,single,secondary,266,no,yes,jul,1,no
58.0,retired,single,tertiary,1411,yes,no,may,2,no
56.0,management,married,primary,4087,no,no,jun,2,no
40.0,blue-collar,married,primary,2129,yes,no,apr,3,no
47.0,entrepreneur,married,secondary,318,no,no,aug,2,no
23.0,blue-collar,single,secondary,105,yes,no,may,2,no
46.0,blue-collar,married,secondary,2603,yes,yes,may,3,no
57.0,services,married,primary,443,no,no,jul,1,no
40.0,services,married,secondary,-116,yes,no,may,3,no
30.0,admin.,married,tertiary,285,no,no,feb,2,no
58.0,retired,married,primary,4087,no,no,jun,6,no
36.0,blue-collar,divorced,secondary,719,yes,no,may,1,no
37.0,blue-collar,married,primary,0,yes,no,may,1,no
51.0,blue-collar,married,primary,2095,yes,yes,feb,4,no
30.0,blue-collar,single,secondary,-390,yes,no,may,1,no
39.0,technician,married,tertiary,108,no,no,may,3,no
33.0,blue-collar,married,secondary,1134,yes,no,may,2,no
60.0,blue-collar,married,primary,228,yes,no,may,6,no
29.0,self-employed,married,tertiary,1,no,no,jul,3,no
31.0,admin.,married,secondary,0,yes,yes,nov,3,no
52.0,management,married,tertiary,1453,no,no,jul,6,no
30.0,admin.,single,secondary,28,no,no,aug,1,no
47.0,blue-collar,married,secondary,1388,yes,no,apr,2,no
46.0,management,divorced,tertiary,0,no,yes,aug,6,no
31.0,technician,married,tertiary,0,no,no,aug,2,no
29.0,blue-collar,married,secondary,15,no,no,jun,1,no
34.0,services,married,secondary,22,yes,no,may,1,no
44.0,services,married,secondary,983,no,no,jan,1,no
60.0,blue-collar,married,secondary,2879,yes,no,aug,1,no
51.0,services,married,primary,-553,yes,no,jun,6,no
31.0,housemaid,single,tertiary,596,no,no,jan,1,no
33.0,blue-collar,married,secondary,1402,no,no,nov,5,no
53.0,admin.,divorced,secondary,223,yes,yes,jul,1,no
45.0,admin.,married,secondary,46,yes,no,may,1,no
51.0,management,married,tertiary,0,yes,yes,may,5,no
30.0,management,single,tertiary,1636,no,no,jun,2,no
58.0,blue-collar,married,primary,96,no,no,jun,3,no
26.0,blue-collar,single,primary,-295,yes,no,may,1,no
37.0,services,married,secondary,1,no,no,may,2,no
47.0,management,married,tertiary,60,no,no,jun,6,no
28.0,management,married,tertiary,84,no,yes,jul,6,no
28.0,blue-collar,married,secondary,4087,no,no,apr,1,no
43.0,management,divorced,tertiary,1,yes,yes,jun,6,no
43.0,services,married,secondary,192,yes,yes,may,2,no
57.0,management,married,tertiary,1172,yes,no,nov,1,no
34.0,entrepreneur,married,tertiary,105,yes,no,may,2,no
36.0,admin.,divorced,tertiary,4087,no,no,jun,1,no
32.0,technician,single,secondary,-1,yes,no,may,1,no
46.0,management,married,unknown,802,yes,no,jul,1,no
36.0,technician,married,secondary,22,no,no,jun,1,no
33.0,management,married,tertiary,3301,yes,no,nov,2,no
48.0,blue-collar,married,primary,2227,no,no,aug,6,no
58.0,entrepreneur,married,secondary,2,no,no,jun,1,no
56.0,housemaid,married,primary,445,no,no,nov,6,no
53.0,management,married,tertiary,241,yes,no,nov,1,no
41.0,blue-collar,married,secondary,429,yes,no,may,1,no
35.0,admin.,married,secondary,11,yes,no,jul,4,no
31.0,management,married,tertiary,50,no,no,aug,5,no
51.0,admin.,divorced,secondary,2195,yes,no,may,1,no
40.0,technician,married,secondary,1270,no,no,apr,2,no
40.0,technician,divorced,secondary,2394,no,no,jun,4,no
44.0,services,married,secondary,3536,no,no,jul,6,no
37.0,blue-collar,married,secondary,-4,yes,yes,may,1,no
49.0,entrepreneur,married,secondary,-1965,no,yes,jul,2,no
56.0,retired,married,secondary,4087,no,no,jun,3,no
25.0,student,single,secondary,469,no,no,feb,1,no
29.0,management,single,tertiary,502,no,no,apr,2,no
35.0,admin.,single,tertiary,777,no,yes,may,1,no
41.0,entrepreneur,divorced,secondary,1588,yes,yes,jun,6,no
38.0,blue-collar,married,secondary,376,yes,no,may,1,no
61.0,housemaid,married,primary,848,no,no,apr,1,no
36.0,technician,married,secondary,-393,no,no,aug,4,no
52.0,blue-collar,married,primary,4087,no,no,aug,3,no
31.0,technician,single,tertiary,176,no,no,aug,4,no
33.0,unemployed,married,tertiary,3335,no,no,jun,1,no
49.0,blue-collar,married,primary,-167,no,no,jul,1,no
45.0,technician,single,tertiary,1591,no,no,jul,4,no
71.0,retired,married,secondary,2064,no,no,nov,2,no
34.0,management,single,tertiary,1310,no,yes,nov,3,no
33.0,admin.,single,secondary,1221,yes,no,may,1,no
28.0,blue-collar,married,secondary,-26,no,yes,jan,1,no
52.0,technician,married,secondary,337,yes,no,may,1,no
54.0,blue-collar,married,primary,2440,no,yes,nov,1,no
51.0,blue-collar,married,unknown,0,yes,no,may,4,no
59.0,retired,married,secondary,4087,no,no,aug,2,no
25.0,admin.,single,tertiary,1734,no,no,oct,1,no
35.0,technician,married,tertiary,4,yes,no,may,1,no
49.0,blue-collar,married,primary,1032,yes,no,jun,5,no
33.0,technician,married,secondary,8,no,no,aug,2,no
30.0,self-employed,single,tertiary,3137,yes,no,jul,6,no
46.0,services,married,secondary,-522,yes,no,jul,2,no
43.0,services,single,secondary,21,no,no,feb,3,no
28.0,blue-collar,single,secondary,455,yes,no,jul,1,no
41.0,blue-collar,married,primary,4,no,no,jul,5,no
60.0,housemaid,divorced,primary,1412,no,no,jul,4,no
49.0,blue-collar,married,secondary,141,no,no,aug,1,no
30.0,technician,single,tertiary,4087,yes,no,aug,6,no
45.0,unemployed,married,primary,0,yes,no,feb,2,no
47.0,management,single,tertiary,0,no,no,aug,2,no
29.0,blue-collar,single,secondary,202,no,no,jan,2,no
59.0,admin.,married,secondary,2552,no,yes,aug,3,no
27.0,technician,married,tertiary,276,no,no,may,2,no
37.0,technician,married,secondary,0,no,no,jun,1,no
25.0,technician,divorced,secondary,86,no,yes,jul,2,no
39.0,technician,divorced,secondary,507,no,no,aug,4,no
35.0,blue-collar,married,primary,602,yes,no,may,6,no
74.5,retired,married,primary,1492,no,no,sep,1,no
58.0,retired,divorced,secondary,0,no,no,jun,5,no
38.0,management,single,tertiary,2117,no,no,aug,2,no
50.0,blue-collar,married,primary,71,yes,no,may,1,no
27.0,management,single,secondary,843,no,no,jul,2,no
46.0,blue-collar,married,secondary,229,yes,no,apr,1,no
51.0,admin.,married,secondary,176,no,no,jan,1,no
58.0,retired,married,secondary,13,no,no,aug,4,no
42.0,entrepreneur,married,secondary,169,yes,no,may,4,no
27.0,technician,married,secondary,58,yes,no,may,1,no
34.0,technician,single,secondary,179,no,no,aug,3,no
31.0,admin.,single,secondary,50,no,no,jan,1,no
39.0,blue-collar,married,secondary,4087,yes,no,may,6,no
42.0,admin.,single,secondary,1022,yes,no,may,2,no
44.0,entrepreneur,married,secondary,692,no,no,jun,4,no
51.0,management,divorced,tertiary,1937,yes,no,nov,4,no
50.0,admin.,single,secondary,26,no,yes,jul,4,no
32.0,blue-collar,married,primary,0,yes,yes,may,2,no
45.0,blue-collar,married,primary,900,yes,no,jun,1,no
29.0,admin.,single,secondary,260,yes,no,feb,2,no
53.0,blue-collar,married,secondary,-634,no,no,aug,3,no
29.0,services,married,secondary,30,yes,no,jul,3,no
57.0,admin.,married,primary,1694,yes,no,nov,1,no
41.0,blue-collar,married,secondary,167,no,no,jun,1,no
58.0,technician,married,secondary,4087,yes,no,may,3,no
52.0,housemaid,married,primary,135,no,no,aug,6,no
44.0,admin.,married,unknown,40,no,yes,may,2,no
34.0,blue-collar,married,primary,479,no,no,jul,1,no
44.0,management,married,tertiary,1945,no,no,may,1,no
56.0,technician,married,tertiary,1062,no,no,jun,2,no
36.0,entrepreneur,married,tertiary,0,no,no,jun,3,no
45.0,management,divorced,tertiary,2406,no,no,aug,2,no
57.0,management,married,tertiary,337,no,no,feb,2,no
49.0,management,married,tertiary,413,no,yes,jul,4,no
37.0,blue-collar,married,secondary,362,yes,no,may,2,no
44.0,blue-collar,divorced,unknown,284,no,no,feb,4,no
40.0,blue-collar,married,primary,-66,yes,no,may,1,no
28.0,technician,single,secondary,922,yes,no,apr,1,no
39.0,services,married,secondary,93,yes,no,may,4,no
40.0,technician,single,tertiary,693,no,no,jan,1,no
33.0,management,single,tertiary,307,no,no,jul,6,no
37.0,management,single,tertiary,427,yes,no,may,1,no
36.0,services,married,secondary,4087,no,no,may,1,no
39.0,blue-collar,divorced,unknown,463,yes,no,may,1,no
26.0,technician,single,tertiary,4087,no,no,jan,2,no
48.0,management,married,tertiary,190,no,no,aug,6,no
51.0,technician,married,secondary,2682,no,no,jun,1,no
35.0,technician,single,tertiary,144,yes,yes,feb,4,no
40.0,blue-collar,married,secondary,1938,yes,no,may,1,no
40.0,admin.,single,secondary,90,yes,no,jun,4,no
37.0,admin.,married,secondary,4087,no,no,jun,6,no
43.0,blue-collar,married,secondary,917,yes,no,may,2,no
48.0,management,married,primary,1744,no,no,jun,1,no
46.0,admin.,divorced,secondary,1198,yes,yes,apr,1,no
34.0,services,single,tertiary,371,no,no,may,1,no
52.0,management,married,tertiary,575,no,no,jun,1,no
57.0,management,married,secondary,123,no,no,feb,2,no
36.0,services,married,secondary,145,yes,no,feb,1,no
33.0,blue-collar,married,secondary,312,yes,no,jun,2,no
30.0,technician,single,secondary,893,no,no,aug,3,no
34.0,management,married,tertiary,105,yes,no,may,3,no
35.0,management,single,tertiary,0,yes,no,jun,1,no
34.0,blue-collar,single,secondary,186,no,no,feb,1,no
32.0,technician,single,secondary,-114,no,no,aug,2,no
30.0,blue-collar,single,secondary,228,no,no,feb,1,no
33.0,housemaid,married,primary,0,no,no,aug,2,no
31.0,technician,single,tertiary,279,yes,no,may,1,no
33.0,admin.,single,secondary,241,no,no,jul,1,no
48.0,technician,divorced,tertiary,2328,no,no,aug,6,no
38.0,technician,married,secondary,728,yes,no,nov,1,no
53.0,blue-collar,married,secondary,4087,no,no,aug,6,no
36.0,blue-collar,married,secondary,0,no,no,feb,1,no
37.0,management,married,tertiary,4087,yes,yes,may,1,no
36.0,blue-collar,married,secondary,222,yes,no,may,1,no
39.0,blue-collar,married,secondary,3832,yes,no,jun,6,no
50.0,admin.,married,secondary,715,no,no,aug,6,no
49.0,blue-collar,married,primary,4087,yes,no,may,1,no
41.0,services,married,secondary,2085,yes,no,may,4,no
32.0,services,married,secondary,1398,yes,yes,may,1,no
30.0,unemployed,single,tertiary,463,no,no,aug,4,no
46.0,management,married,tertiary,-337,no,yes,aug,2,no
25.0,self-employed,married,tertiary,1182,yes,no,may,2,no
27.0,services,married,secondary,94,yes,no,may,2,no
28.0,student,single,secondary,4087,no,no,may,1,no
47.0,management,divorced,tertiary,4087,yes,no,may,1,no
39.0,management,divorced,tertiary,373,no,no,aug,4,no
28.0,admin.,married,secondary,170,yes,yes,may,1,no
45.0,technician,divorced,secondary,146,no,no,jul,1,no
30.0,management,married,tertiary,1384,yes,no,aug,2,no
48.0,blue-collar,married,primary,595,no,no,jul,1,no
60.0,blue-collar,married,primary,4087,no,yes,jun,1,no
48.0,entrepreneur,married,secondary,4037,no,no,jun,1,no
38.0,management,single,tertiary,1746,yes,no,may,1,no
31.0,management,single,tertiary,18,no,no,aug,2,no
52.0,unemployed,married,primary,1724,no,no,jan,1,no
28.0,blue-collar,single,secondary,1735,yes,no,apr,1,no
51.0,blue-collar,married,unknown,0,no,no,jun,6,no
32.0,technician,married,secondary,367,yes,no,may,2,no
52.0,entrepreneur,divorced,secondary,105,no,yes,jul,4,no
23.0,blue-collar,single,secondary,537,yes,no,may,1,no
51.0,management,married,tertiary,0,no,yes,jul,6,no
49.0,services,married,secondary,653,no,no,aug,2,no
37.0,self-employed,married,secondary,487,no,yes,aug,6,no
32.0,management,single,tertiary,1434,no,no,aug,3,no
32.0,management,married,tertiary,1683,yes,yes,apr,2,no
56.0,services,married,secondary,530,yes,no,may,6,no
49.0,technician,married,unknown,-287,yes,no,may,1,no
49.0,management,married,tertiary,271,yes,no,feb,6,no
53.0,management,married,tertiary,1945,no,no,aug,6,no
32.0,admin.,married,secondary,57,no,yes,jul,2,no
60.0,retired,married,secondary,4087,yes,no,jul,6,no
40.0,blue-collar,married,secondary,750,yes,yes,apr,1,no
41.0,services,married,secondary,3992,yes,no,nov,2,no
55.0,blue-collar,married,primary,11,no,no,jun,2,no
33.0,management,single,tertiary,383,yes,no,jul,1,no
49.0,blue-collar,married,secondary,598,yes,no,may,6,no
26.0,management,single,tertiary,3178,no,no,jun,1,no
56.0,management,divorced,tertiary,505,no,no,feb,2,no
27.0,admin.,single,tertiary,73,no,no,jan,1,no
55.0,unemployed,married,secondary,1436,yes,no,feb,2,no
55.0,technician,divorced,tertiary,264,yes,no,may,2,no
26.0,management,single,tertiary,1720,no,no,feb,1,no
34.0,technician,married,secondary,-25,no,no,may,1,no
38.0,housemaid,married,secondary,634,no,no,jun,4,no
74.5,retired,married,primary,648,no,no,sep,1,no
38.0,admin.,married,secondary,0,yes,no,jul,6,no
44.0,technician,divorced,secondary,314,yes,no,aug,1,no
43.0,admin.,married,secondary,2,yes,yes,jul,1,no
48.0,blue-collar,divorced,primary,2677,no,no,jun,3,no
35.0,admin.,single,secondary,855,yes,no,may,3,no
49.0,services,married,tertiary,411,no,no,may,6,no
33.0,unemployed,single,tertiary,4087,no,no,feb,2,no
74.5,unknown,married,unknown,397,no,no,nov,1,no
56.0,housemaid,divorced,primary,61,no,no,jun,1,no
33.0,admin.,married,secondary,177,yes,no,may,1,no
44.0,admin.,single,secondary,985,yes,yes,may,6,no
40.0,admin.,married,secondary,767,yes,no,feb,1,no
55.0,blue-collar,divorced,secondary,496,no,yes,jul,4,no
